question,choices,answer
"[header] How to use clearasil pads [title] Wash your face with warm water. [step] Ideally, you should wash your face thoroughly with warm running water before using the clearasil pads. [substeps] Make sure to wash your face gently so you don't injure or irritate your skin.","['[title] Measure and put on the pads or pads. [step] Using two flat measuring cups, measure and put on each pad or pad you intend to use.'
 'Cold water can make your skin sensitive, so use lukewarm water only. Avoid applying the pads directly to your face, which can make the pads sticky.'
 'Lightly exfoliate your face with a circular motion. Finish with some moisturizer before using the pads.'
 ""After washing pat your face dry (don't rub) with a clean, dry towel. [title] Take a clearasil pad and gently wipe it over your face and neck.""]",C
"[header] How to wear chokers [title] Choose a choker material. [step] Look for a material that will be comfortable against your neck and complement your outfit. You can choose from fabrics such as lace, velvet, ribbon, or a simple strip.","[""[substeps] For chokers tied around the neck, opt for a strap that runs around the widest part of your neck. The strap shouldn't extend past the front of your shoulders.""
 'You could also opt for a choker made of metal, leather, plastic, or beading. [substeps] Fabric or leather are likely to be the most comfortable choker materials.'
 'Find a material that is snug against your neck and sits below and around your ears, about 4 to 6 inches (10 to 15 cm) from your mouth. [title] Choose high-waisted pant options.'
 'Thin, lightweight options are better than wide, padded ones. Choker materials give you more support and are easier to transport.']",A
"[header] How to get beautiful hands [title] Keep products on your bathroom counter. [step] Keeping moisturizers and hand creams on your bathroom counter can be the first step to maintaining your hands. Hopefully, this step will remind you to apply your products on a regular basis.","['Doing this will also give your skin time to heal before any harsh cleansers and peroxide treatments, as well as let you know how to put on makeup afterwards. [substeps] In addition to keeping your skin moisturized and fresh, keeping cosmetics on your hand can also be a great way to keep your hands clean and soft.'
 '[title] Carry products with you during the day. [step] Moisturizing and using protective hand cream throughout the day can do a lot to keep your hands in good shape.'
 '[substeps] Use a kitchen stand or shower mirror to keep your hand conditioner and hand cream bottles from spilling or accidentally rubbing you. A table top mirror can also be useful.'
 'You will need to invest in unique products to keep hands looking gorgeous, but you will likely no longer notice. [substeps] Purchase lotion that is specifically designed for your hands and face.']",A
"[header] How to light a road flare [title] Have a location in mind to place the flare before you light it. [step] It will generally have a rough striking surface on the outside edge. Remove the plastic lid or cap to expose this surface, if necessary.","['[substeps] Light the strip at the opposite end of the road. [title] Direct power from the tube to the sputter wand (striker) for diameter.'
 '[title] Locate the cap at one end of the flare. [step] Often, the caps are designed with a fold-out tabs or a flat side that will help prevent the lit flare from rolling around.'
 ""[substeps] If the ground is hard, the place you will place your flare should be sheltered from wind. Small sparks are never allowed to enter a flare's ignition area, and you should never light flares in large open areas.""
 '[substeps] A wooden container with a lid that is aluminized will do. [title] Search online for uv flares here.']",A
"[header] How to get kool aid out of hair [title] Boil a pot of water and pour it into a container or small tub. [step] Fill the pot with enough water to dunk your hair into. Heat it on the stove until it's boiling, then remove it from the heat.","[""Once the water boils, lower your hair into the water and let it sit for 20 minutes to make the water soften. [substeps] Look up the label on your kool-aid bottles to figure out how long it'll take to soften your hair.""
 'Store in an airtight container in the refrigerator. [substeps] Whole milk to add to dried foods is a popular way to make kool-aid.'
 '[title] Pour the kool-aid into a glass bottle. [step] Try a liter of kool-aid or pre-packaged kool-aid.'
 'Pour the hot water into a glass bowl, plastic tub, or container large enough to hold it. [substeps] Dyed tips will probably only need around 4 cups of water, while larger sections of hair may require more.']",C
"[header] How to style a moustache [title] Try a classic handlebar moustache. [step] Let your moustache grow out until the ends reach around your upper lip. Dab some moustache wax to the upper end of your moustache and, using a comb, spread it down throughout the whole moustache.","['Add this wax all over the sides of the moustache and wait for it to dry. Brush off any excess with your fingers and style it however you see fit.'
 'Part the moustache in half and, using your fingers, twist each end up. [substeps] Most people suggest that a proper handlebar moustache takes at least 6 weeks of growth.'
 ""Just make sure it's evenly distributed throughout the moustache. [substeps] Begin by rubbing a thin coat of aftershave wax into your moustache.""
 '[substeps] A classic handlebar moustache style is still suitable for those who are already addicted to sideburns, preferring finger licking, snorting, or manicurism. The traditional handlebar moustache variation is less common than the modern version.']",A
"[header] How to protect yourself from phishing attacks on facebook [title] Verify that the facebook platform you're using is legitimate. [step] The individuals behind phishing attacks, also known as "" phishers, "" may redirect you to malicious websites that are designed to resemble facebook pages and applications. [substeps] Look at the web address in the address bar of your internet browser to determine if you are on facebook's domain.","['You can get the domain url available in the google play store app. Visit steam login website to confirm that the address you chose as an account is authentic as well as accurate.'
 'The domain will then share with other users. A myspace domain will allow you to access facebook but is not customizable.'
 ""If you're logged in, register for the account. Password-protected accounts are not protected by any other security measures on facebook.""
 'All legitimate facebook web pages reside on the domain of "" facebook.com. "" [title] Examine unfamiliar website links provided to you by facebook users.']",C
"[header] How to avoid male stereotypes [title] Complete a bias test. [step] Most people have some sort of bias. That means that you likely believe in some stereotypes, whether you know if or not.","['You can take an online test to see what your personal biases are. Harvard university offers a variety of free, online tests.'
 'However, many of them are based on coercion or misinformation. That means that you are unlikely to have your bias confirmed on the first try.'
 ""In this case, you're better off thinking of stereotypes as facts rather than mere myths. Stereotypes are reality, not weeds and weeds.""
 ""You may imagine that you're right-handed or left-handed, or both. All of those stereotypes need to not apply to you.""]",@
"[header] How to feather your hair [title] Learn what feathering is. [step] A feathered hairstyle is a look that is created with layered hair, with smooth layers that flip out and back looking almost like the overlapping feathers on a bird. The hair is usually parted down the middle and then curled back away from the face.","['[substeps] Feathered hair includes two feathers if you have spiky or layered hair, two feathers if you are long, and two feathers if you are short. Try to use a feather that fades fairly easily after you use it.'
 'However, it can also be teased or knotted around one side of the head or clipped at the front. [title] Wear feather skirts, headbands, hats, and gloves.'
 'It requires a finely-textured layered hairstyle and can be created from short and smooth hair or long and curly. However, if you feather curly hair, the feathers will only be visible when you straighten your hair.'
 'The feathered parts of the hair are pinned back with clip in at the temples, and are often worn with aviator sunglasses. In actuality, feathered hair is made up of softer hairs located on the top layer of hair about half an inch larger than the previous layer.']",B
"[header] How to get free honeymoon upgrades [title] Sign up for frequent flier miles membership cards. [step] If you have a preferred airline, sign up for its frequent flier miles program as soon as you can, especially if you take a lot of business trips. Frequent flier miles can add up quickly and lead to free tickets and upgrades.","['[substeps] Some airlines even allow your friends and family to gift you their miles, so encourage them to sign up, too. [title] Ask your credit card companies about incentives.'
 ""[title] Choose a destination that you are willing to spend money on. [step] It's a good idea to try some destinations you'd love to visit, including japan, which open up financial opportunities immediately.""
 ""[title] Send the data to your preferred airline. [step] If you're intent on using frequent flier miles for business, send the data to your preferred airline via one of several options.""
 '[substeps] Visit the website of the airline that hosts flights for you, or look online to find a travel plan that specifies miles. In addition to free travel you can also use back to back booking services.']",@
"[header] How to apply feminine makeup [title] Apply a yellow-based sheer water-based liquid foundation to areas with discoloration. [title] Apply a concealer to areas with discoloration, fine lines, dark circles, or pimples. [step] Use a green based concealer for pimples and a peach based concealer for dark circles.","['Use a blue on each cheek area using a purple concealer for dark lips and a green shade for sunburnt skin. [title] Repeat step 5 with a pink foundation, dusting makeup shadows onto your lips and eyelids.'
 'Apply the liquid foundation with a large brush or sponge and allow it to dry. [title] Dab a white base color on your cheeks, eyelids, nose and lips.'
 '[title] Apply a sheer yellow-based powder to face lightly with a large brush, concentrating on shiny areas. [title] Apply a powder blush to the apples of the cheeks where you are naturally flush.'
 '[title] Apply liquid foundation to areas that look oily, such as the eyelid area, the crease in the inner corner of the eye, and the corners of the nose. [title] Blend the liquid foundation with a makeup brush.']",B
The man is kneeling down in the snow reeling a fishing pole. A fish is seen under the water. Another man in a blue coat is next to him. they,"['smile back at each other and dive under the water to fish.'
 'pull out a large fish and pose with it.'
 'go back under and are seen fishing for a while.'
 'are trying very hard not to get caught.']",A
"[header] How to invite someone to chat in gmail [title] Open the gmail website. [step] If you haven't done so already, log in with your gmail email address and password. [title] Click "" hangouts conversations "".","['[step] It\'s in the top-right of the window, just above the gmail message wheel. [title] Select "" people "", then select "" someone "" from the drop-down list.'
 '[step] This displays a list of all of your various hangouts and friends. [title] Click "" invite "" when it appears on your current profile page.'
 '[step] This is the quotation mark icon in the bottom left corner of your page. [substeps] Skip this step if your chat bar is already on the hangouts conversations menu.'
 '[step] If you don\'t see this button, skip to step 4 of this article. [title] Click "" chat books "" on the menu of your browser.']",B
[header] How to reduce the appearance of old scars [title] Buy over the counter medicines. [step] There are a wide variety of over the counter medicines that can be helpful in reducing the appearance of old scars. These medicines have been proven effective and are widely available.,"[""If you're looking for a cheaper, higher quality medicine, your first choice is a cream called nederm. This works by inhibiting the growth of oil and bacteria, letting the scars heal and reducing dark spots.""
 ""[substeps] Silicone gel sheets have been used on burn victims for several decades. They've been proven the most effective over the counter treatment for reducing the appearance of old scars.""
 'Make sure to check products with active ingredients of over the counter medications before you purchase them or you may risk unknowingly stopping treatment. Injectable medicines that are available online can reduce the appearance of old scars.'
 ""[substeps] It's important to find over the counter medicines that do not stain the skin as much as possible. These medications will not stain your scars, but they can further dull or heal the scars.""]",A
A girl is jumping and swinging on balance bars. A woman in a black shirt is standing under her watching. she,"['flips over the bar and lands on her back.'
 'helps her jump off and land on a mat.'
 'then jumps and swings with her legs.'
 'gives the young girl a high five.']",A
"[header] How to stop enjoying carbs [title] Say "" no "" to white bread. [step] Bread is the most common simple carbohydrate we consume and the one that is easiest to remove. [substeps] Try lettuce wraps.","['Lettuce wraps are the easiest toppings to remove, but they are equally effective at reducing the number of times you feel nauseous. Try olive oil and a fresh lemon and/or cucumber.'
 'Many different greens are a great source of carbohydrates, even when you are in the habit of eating a lot of them. Try tomato in a stir fry, fish salad, or brownies in a lasagna, for example.'
 'Wrap the top of a head of lettuce cut in quarters--simply roll one or two slices into a ball or catch them with a quick, powerful hand as the wrapper changes from red to black. Two other bread options to treat are giant intestine wraps.'
 'Romaine lettuce works well to substitute for flat breads, while butter lettuce and radicchio make an excellent substitute for sandwich bread. Simple add sandwich filling to the lettuce and fold over and around, or add a second piece of lettuce to the top.']",C
"[header] How to make vegan tangerine fudge brownie cake [title] Start preheating the oven to 375ºf/190ºc as you line your baking pan with parchment paper. [title] Melt the chocolate chips and margarine over low heat in a saucepan. [step] Once melted, leave aside to cool.","[""The flavor and texture will be slightly different than the chocolate chips, but it will also cook better when it's mixed into the batter. [title] Add the dry ingredients to the flour and milk.""
 '[title] Soak the marshmallows with frozen melted chocolate. [step] Add the cocoa and the crushed strawberries and mix thoroughly.'
 '[title] Add the dry ingredients to a mixing bowl. [title] Pour in the made-up egg replacer and whisk the ingredients together until combined well.'
 'Once it reaches room temperature, add the chocolate chips and margarine. Stir vigorously; do not use margarine yet, as it could burn you.']",B
"[header] How to get super glue off of your hands with salt [title] Put a little salt in your hands. [step] There's no "" right "" amount of salt to use here-just use more or less depending on how much glue you need to remove. Regular table salt works great, but you can try this method with sea salt, kosher salt, or another type of fine-grain salt as well.","['[title] Put a drop of salt in a small bucket. [step] Regular salt works great, but you can try this method with sea salt, kosher salt, or another kind of fine-grain salt as well.'
 ""Avoid harsh, coarse salts like rock salt, which can cut up your hands. [substeps] If you're unsure how much to use, start with two tablespoons and add more as needed.""
 ""[substeps] Check the directions on the package to know how much salt to use. Salt is not alkaline-it's mineral.""
 '[title] Grind a few drops of sea salt into a powder. [step] Give it a few seconds to dissolve, or do a little trial-and-error.']",A
"[header] How to teach financial literacy [title] Explain how to accurately estimate income and expenses. [step] Make a spreadsheet or write a sample monthly budget with a pen and paper. List total income, and break expenses up into categories, such as car payments, insurance, a cell phone bill, and entertainment.","['[substeps] Mention that income and expenses can fluctuate month to month, so tracking them over time is important. [title] Make the sample budget relevant for your student or child.'
 ""In this way, you can monitor your income across months, as well as the average income at all times, and make sure everyone's established in your home. [title] List what you don't know.""
 ""Form the precise measurements and terms you wish your child's education to learn at a later date. [substeps] Make it up as you write the statement.""
 '[substeps] You could also use small, "" i average 6% as a monthly income "" sections. Also make sure to include basic expenses like the above.']",@
"[header] How to exfoliate skin [title] Buy a natural bristled brush. [step] If you want to exfoliate outside of the shower, you can use circular motions with a long-handled, natural bristled brush. [substeps] This brush is available in the cosmetics section of most box stores, like target and walmart, as well as in natural food stores.","[""You can also try a sponge you don't mind throwing away in the laundry. [title] Pick a dirt-free toothbrush.""
 'You can use the bristles you buy from most household cleaners, too. [title] Scoop loose skin from your face with a circular motion.'
 'Start with your legs and move slowly up your body. Always brush in a circular motion in a small area before moving onto the next area.'
 'You can also purchase one over the counter at your local supermarket. Look for one that has a nozzle that is shaped like a knife.']",B
"[header] How to apply punk eyeliner [title] When you purchase pencil eyeliner, be sure to purchase a sharpener as well. [step] Keep your eyeliner well sharpened when using it. [title] Start on the eyelid.","['[step] Determine how thick you want your eyeliner to be. Use the pencil to lightly mark this point.'
 '[step] Using your thumb, gently press the color from the top of the eyelid down the bridge to the end of your nose. [title] Press the color from below the lower lashes.'
 '[step] Look in the mirror and touch your eyebrow lightly. Do not draw the pencil along your tear duct.'
 '[step] Apply a small dab of concealer to the bottom eyelid and then apply another thin, circular line on that outer eyelid. The concealer should cover up the eye shadow very well.']",@
[header] How to climb a ladder safely [title] Raise the ladder. [step] Hold the ladder so that each foot is planted firmly against the ground. Lift the top of the ladder and walk towards the wall.,"[""[substeps] You will need to judge the height and position of your ladder's rungs by counting them, not counting the jump height-they will be between 22 and 40 feet (0.91 and 1.9 m). [title] Put your feet on the vertical metal rungs.""
 'If you have an extension ladder, raise the rungs, either by hand or by using the rope and pulley wheel. [title] Set the ladder at a 75 ° angle with the ground.'
 'Be careful not to call out something like "" hold this, hold this! "" or "" no, hold here! "" being too hasty can cause you to fall. Stay in front of the wall until you reach the height of the ladder.'
 ""Don't forget to hold on to the side of the ladder that is facing your door. You will have to reach to lower the ladder onto the ground.""]",A
"[header] How to clean shoe insoles [title] Remove the insoles from your shoes. [step] Lift the insoles from the footbed and slide them out the opening. Brush off any loose dirt, dust, lint or other debris so that you can focus your attention on the more soiled spots.","[""Rinse the shoes off under cold, running water. [substeps] If you prefer to put less debris on the shoes' insoles, you can skip this step.""
 'Do this repeatedly as you reach for the dirty shoes. While you remove the insoles, be sure not to toe the insole to prevent it from sliding out.'
 'Do not stuff the insoles too deep into the shoe, or you risk pushing dirt and debris into the shoe itself. [substeps] Gently smooth the insole with a rubber buffing tool to prevent scratching.'
 ""Place recently worn insoles somewhere nearby to air out before you begin cleaning. [substeps] If your shoes don't have removable insoles, you'll have to carefully clean inside the shoe by hand.""]",C
"[header] How to can pears [title] Wash the jars and lids. [step] Use dish detergent and hot water to scrub the jars and lids, especially if they were previously used. Make sure to thoroughly rinse them with running water to remove any soap.","['[title] Place the jars and lids on the tree in their upright position. [step] Place one jar at a time on the back of the tree, and position the jars 2/3 of the way apart from each other.'
 '[title] Sanitize and heat the lids. [step] Set a small pot of water to a boil over medium to medium-high heat.'
 ""[substeps] Scrub the lids gently so they aren't too stiff. Rub at them lightly with a cloth until they are clean.""
 '[substeps] If possible, flush jars under hot to lukewarm water. Cool the jars for thirty seconds after washing them.']",A
[header] How to make natural hairspray [title] Fill a pot with 2 cups of water and bring it to a boil. [step] This will take 6-8 minutes depending on your stovetop. Covering the pot while it heats up can make it boil a bit faster.,"['[title] Wait ten minutes and pour the water in. [step] Start by setting the timer for ten minutes.'
 ""[substeps] Make sure that you have enough water to cover the pot so that the water doesn't bubble. [title] Beat the eggs in a small bowl until soft peaks begin to form.""
 '[title] Add the extra flour to the boiling water and stir it to mix. [step] Be sure to stir the mix every time the water boils up because it releases steam more and will agitate the flour in the air.'
 '[title] Stir in 2 tablespoons of sugar until sugar is dissolved. [step] While the water is at a boil, add the sugar.']",C
"[header] How to solve the bikini bottom problem [title] Put on your bathing suit. [step] How much of your pubic hair shows? If it's just a small amount, it can't be too hard to get rid of. But if it's a lot you might need a little extra elbow grease.","['The bikini size problem begins when you attempt to slide the bikini over your skin. Most bikini tops are designed to withstand the heat and humidity of the sun.'
 'If you have hair-removal supplies, get it out. Otherwise, go shopping at your local department store.'
 'You might want to get yourself a notebook so you can write your answer even faster. [title] Find a pair of shorts that can cover your bikini.'
 '[title] Remove the bikini bottom from its original wrapper and place it in the microwave. [step] Stir if needed to get a little grease on the bikini bottom.']",A
"[header] How to transition your wardrobe to fall [title] Layer appropriately. [step] Layering is one of the best means to transition a wardrobe item from summer to fall. If you don't want to put away your favorite band t-shirt or summer dress, some layering allows you to wear the item into the fall months.","[""You don't need to pair gym clothes with a ratty t-shirt and a pair of flip flops. That just has to wear out the rest of your wardrobe.""
 'It can also show off your bare shoulders, displaying the movement and warmth of summer. [substeps] Sweaters can be paired with sweaters or wrap-ins like backless jackets or bomber jackets, which can result in paired outfits throughout the summer.'
 'This can help you focus your wardrobe on a color theme. [substeps] A layered top can backfill a plain onesie to create an old, stuffy and far out-of-your-league summer look.'
 '[substeps] Throw on a nice button down jacket or cardigan over a shorter sleeved t-shirt. This will make the item warm enough for fall.']",C
"[header] How to wear a brown suit [title] Choose a brown suit shade. [step] If you don't have a brown suit yet, you may be wondering what shade of brown would work best for you. If you have dark hair and/or a dark or ruddy complexion, a darker shade of brown will complement your features.","['Next, try on a pair of brown trousers and a black coat to wear for a casual feel. [substeps] The same goes for a nicer jacket or sweater; this is a hint that it is more appropriate for more formal work.'
 'To find the right shade of brown, go to a shop and try to match it to your skin tone. [substeps] Go for an olive-toned brown.'
 'That said, a light brown or tan suit is better for professional use, especially in warmer climates. [substeps] Dark brown suits are better if you like to incorporate color into your outfits.'
 ""However, if that's all you prefer, you can wear any coloring of brown to your suit. [substeps] You should also avoid wearing brightly colored suits.""]",B
"[header] How to survive as an intellectually gifted person [title] Avoid making your intelligence the core of your identity. [step] It sounds impossible, but work hard to resist thinking of yourself as "" the smart one "" in your friend group. You will not always be the most intelligent person in the room, and the farther you get from school, the less book smarts will matter in your day-to-day life.","['You should actually work to put an end to them, instead of comparing yourself to them. [title] Remember that above all else, acceptance is the key to surviving.'
 '[substeps] Study hard and do your best in everything you do, even if your grades drop. You will get good at reading and math.'
 '[substeps] There is more to you than your brains. Chances are those other things are what people like best about you.'
 ""Thus, work hard to be smart and overthink, and you'll end up attracting too much attention and spiraling into poor academic success. [substeps] Remember, it's only for appearances, not knowledge.""]",B
"[header] How to link paypal accounts [title] Navigate to https: // www.paypal.com/signin. [title] Sign in using the account you want to close. [step] Enter the username and password and click "" log in "".","['[title] Click on "" bios "" again to access the top menu. [step] Select "" options "" from the list and select "" account & authorization.'
 '[title] Navigate to a blank transaction spreadsheet. [title] Click on "" activate proefright "".'
 'You will be taken to your account summary page. [title] Click "" pay or send money "".'
 '[substeps] If you are using paypal, you will need to fill out a new log in page. To confirm you\'re logged in, click "" sign up now "".']",B
"[header] How to clean shiitake mushrooms [title] Wipe away visible dirt. [step] If the mushrooms are still caked with dirt or other debris, gently remove it by hand. Use a clean cloth, dry paper towel, or soft-bristled brush if you prefer.","['Remove the mushrooms and discard the dirt. [substeps] You can wash the mushrooms in a large pot or bucket instead of just throwing them into the wash machine.'
 ""If you don't want to discard your mushrooms, you can contact the recycling center for assistance. [substeps] If you keep your mushrooms at home, you may need to clean them in the sink or in a bucket of soapy water on a day to day basis.""
 ""Don't worry too much about getting every bit of dirt. [substeps] There are kitchen brushes designed to help clean delicate foods, such as shiitake mushrooms.""
 '[title] Place the mushrooms on a non-damp paper towel and allow them to dry for about 10 to 15 minutes. [step] If a wet paper towel becomes saturated with moisture, set the mushrooms aside to dry for a day or two.']",B
[header] How to be safe during a cruise ship fire [title] Participate fully in any muster drill. [step] This is an exercise designed for passengers to practice moving safely and quickly during an emergency to prevent injury and save lives. Passengers learn how to use life vests and about escape routes on their ships.,"['Participate as much as possible in any muster drills. [title] Stay calm and mind your own safety.'
 'Muster drills are required by international law and for good reason. While they may seem like a nuisance during a vacation they are done for your own safety and well-being.'
 '[substeps] Some obstacles, such as fire, are difficult to get out of, but not impossible to overcome. Passengers are trained in how to navigate them and to recognize when and how an obstacle may close.'
 '[title] Know that basic tasks are as follows : [substeps] Wear good glasses. A wide brimmed hat is usually good.']",A
"[header] How to teach a blind or visually impaired child to tie their shoes [title] Start giving lessons between ages five and seven. [step] Teachers of the blind and visually impaired often stress the importance of learning age-appropriate skills, which contributes to developing motor functioning and increasing independence. Most children learn to tie their shoes between the ages of five and seven, so a blind child should also start learning during this age range.","[""[substeps] By age five, the child should be able to tie their shoes easily and effortlessly. They do not need to grab the laces or add more pressure to them after they've finished tying the shoes.""
 '[title] Know that having young children learn to tie their shoes may take a considerable amount of time. [step] It may involve more resorting to traditional 1-step training for children who do not have the ability to walk.'
 ""[substeps] Start off slow with the child, since learning this skill won't happen overnight. You don't have to start until you feel they're ready.""
 '[title] Gain a mastery of hand-eye coordination. [step] Dementia is often associated with memory loss, which can cause deep nerve damage.']",B
"[header] How to help kids grieving the death of their dog [title] Prepare your child beforehand if you can. [step] While you may want to tell the child as soon as you know about the death, you should wait for an appropriate time. Do not tell the child about the dog's death right before they have to go to school or to bed.","[""[title] Prepare your child's bedtime. [step] Make sure that you prepare your child's bedtime how they'd like it to be.""
 'This may cause them to have trouble concentrating or sleeping. After they return home from school is a good time to tell them.'
 'Let the child know about the death ahead of time. The news could have a negative impact on the child, too.'
 'Tell them that they will meet with their teachers about the death and that someone will tell them. If you have a partner, you can also be there for the child so they are not alone with the dog.']",A
"[header] How to convert a libreoffice spreadsheet into a database for mail merge documents [title] Put all your mail merge information into a spreadsheet file (. Ods). [substeps] Put headings in the first row to serve as labels for your information. An example of headings would be the words "" firstname "", "" lastname "", "" address "", "" state and zip "".","['Put all your mail merge information into a word processing program with just a few keystrokes. Save your new url and press "" save.'
 'Fill columns with the actual data that will be merged into your document, one contact per row. The contact data should match the first row header.'
 'Place enough headings in each list, that the spreadsheet is called a database. If you align the headings with rules defined by the formatting system, then you can see the significance of your database.'
 'Here\'s how to identify them correctly: an "" l "" means a web address, and vice versa. Have a separate server for your private ip address and a separate server for your individual email.']",A
[header] How to make your own nail polish color [title] Select eyeshadow in the color of your choice. [step] Pick eyeshadow that you don't plan to use again. You can make nail polish from any color eyeshadow you want.,"['Some eyeshadow colors you could buy are: lime green, tea tree green, plumb blue or lavender. [substeps] Try using orange eyeshadow first and green shadow next.'
 '[substeps] Get eyeshadow that you know is a good, natural color. A typical color for nail polish is dark brown or dark green.'
 'You could even mix a few eyeshadow colors together to create your own custom shade. [title] Crush the eyeshadow in a ziploc bag.'
 ""For example, go to target or office supply stores for eyeshadow. [substeps] It's a good idea to experiment with different eyeshadow colors to get what works for you.""]",B
"[header] How to install linux on a chromebook [title] Verify that all your local data has been saved to google drive or to another form of storage, such as a usb flash drive. [step] Installing linux on your chromebook will erase and wipe all local data. [title] Press and hold down the "" esc "" and "" refresh "" keys, then press the "" power "" button.","['[title] Select "" networking "" option, then select "" type of network. [title] Using the keyboard shortcut, type in the name of the network that the chromebook is running.'
 '[step] Your chromebook may now have 32 gb of saved data. [title] Press and hold down ctrl and enter the boot sequence you extracted from your chromebook onto the computer.'
 '[step] Your chromebook will reboot and enter into recovery mode. [title] Press "" ctrl + d "" when the yellow exclamation point displays on-screen.'
 '[title] Select "" software class "" from the menu at the top of the screen. [title] Select "" ip/ipv2.']",B
"[header] How to style mismatched bridesmaid dresses [title] Allow for different styles in the same color. [step] In general, different dresses flatter different body types. If all your bridesmaids are different shapes and sizes, let them pick out dresses cut to flatter their personal style in one color.","['This will make everything look different and make them stand out from the crowd. [substeps] If you want different dresses in different shades, for example, you may want different sized gowns in the same color.'
 'This way, everyone can choose a dress they feel comfortable in, but will still match to a degree. [substeps] Think about what your wedding colors are.'
 'Clothing cut with sides that show and parts of the body are less flattering on other parts of the body. [substeps] For example, in those dresses that have a flowing sleeve, shift to a shift cut in a darker color like maroon or cream.'
 ""For example, if one bridesmaid has medium-length hair while the other has very long hair, switch up how they wear the dresses. Figure out which dress is natural for your specific shape and body type, so that you don't end up with a mismatched bridesmaid dress.""]",A
[header] How to discreetly breastfeed your baby on the go [title] Wear nursing clothing. [step] Nursing tops can be purchased at maternity stores and most major clothing retailers. These tops have hidden openings that allow you to easily feed your baby.,"['The lining on these dresses is designed to allow you to access the breast once your baby has grown accustomed to you. To remove the lining, simply slide it off and then gently remove it.'
 '[substeps] Wear one that covers the breasts, but does not cover them completely. Many maternity tops are available in mesh or sheer fabrics.'
 'You can get a variety of items such as tops, bras, and dresses. [substeps] Nursing bras that are made like sports bras are usually better.'
 'When your baby is traveling, these have tiny baby items that you can remove and show your baby. [substeps] You can also move to a place where you will not be bothered by baby items.']",B
"[header] How to create a mashup [title] Pick a subject. [substeps] What is the source of your data? This can drive the apis you'll use. For example, if you want to do something with your photos on flickr or sale items on ebay, then those vendors apis are the likely candidates.","['[title] Focus your sql focal ring to travel to the source. [substeps] Try using your shutter speed to travel to the source from which you plan to collect data.'
 'Similarly, you could, for example, use liquor sellers for products, especially if you want to sell double or triple orders for candy companies. The main point is not to eat the final product but to consume it.'
 'Also, what field are you interested in? You can search the stock density in your region or country, with a tool like google scholar. [title] Search for a relevant zip code on the various web browser options.'
 'Or, you may be inputting the data yourself such as with simple map markers. In which case your options are more open.']",C
The race begins and people run very fast. Several people get interviewed during the race. the man who wins the race,"['comes across the finish line.'
 'begins to cheer him on while the viewers smile.'
 'stands up and nods before being interviewed again.'
 'appears at the gate, then he is held up by his opponents.']",@
"[header] How to decorate converse shoes [title] Plan your design carefully. [step] Because you are planning on permanently altering your shoes, ensure that your design is one you'll want to wear for some time. Also consider all the different places you wear your shoes.","[""You may want curse words on your converses at a music show, but not when you meet your new girlfriend's parents. [substeps] If you're feeling stuck for ideas, take a look at your room.""
 'For example, do you feel that wearing them every day will make them more comfortable? [title] Take your shoes from your closet. [step] All of your shoes should be lined up in front of you comfortably to make sure that they look great.'
 'If you find any uncomfortable places, you will want to get your soles replaced. You can take off some of your shoes before you put them back on.'
 'In particular, are you planning to keep them in one place for three months? [substeps] If you plan on wearing converse boots in three months, try to buy converse socks in two months. Be sure to have enough room between your front and back toe toes to hold them together as you lift each one up.']",@
"[header] How to melt chocolate in the microwave [title] Chop the chocolate into small pieces with a serrated knife. [step] If you try to melt a whole chocolate bar, the outside will melt before the center, and the chocolate will be more likely to scorch. By chopping up the chocolate into small pieces, it will melt more evenly.","['[substeps] You can also use a cookie cutter, or instead of a cookie cutter, you could use a butter knife. If you used butter, be sure to scrape away the inside or the outside of the chocolate.'
 '[substeps] You can use any type of chocolate, but gold or tropical chocolate is the most common. [title] Place the chocolate on a microwaveable sheet.'
 ""So don't leave the chocolate out if you're planning on serving it or if you wish to bake it. [substeps] The smaller the pieces, the easier this will be.""
 ""[substeps] You can skip this step if you're using chocolate chips. [title] Place the chocolate into a microwave-safe bowl.""]",C
"[header] How to put a twitter badge on a website [title] Open 2 internet browser tabs on your computer. [step] In the first tab, login to your website's admin area. If you do not know html code, or you do not have access to the website's admin area, seek the help of your website's web developer.","['[title] Check for a link to an existing website. [step] The link will be located in the banner or text field on your admin area.'
 '[title] Type "" twitter "" in the top right corner of your web browser. [step] While this is probably not the best line of defense, it is still a good option for the website\'s layout.'
 ""[title] Access twitter's admin page. [step] At the top part of the page are three vertical links.""
 '[title] Go to twitter.com in the second tab. [step] Sign into the twitter account that you want to post to your website.']",C
"[header] How to dress your best at work [title] Always dress for the job you want. [step] If you're currently a paralegal, but you aspire to be a lawyer one day, then dress like a lawyer. If you're a worker who has ambitions of moving into management, then dress like a manager.","[""[substeps] You need to look professional and stick to the dress code for the job you have chosen. Don't worry if your clothes don't hang well.""
 'As for clothes, always dress to your requirements. [substeps] However, there are some basic guidelines that you should follow for any job: dress business casual, efficient, and well-mannered.'
 ""However, if you know what's going on at work, you can bite your tongue and go for it. [substeps] For example, if you're a salary analyst you might wear dress pants and a tie and a button down shirt.""
 'You might be surprised by how seriously people take you by the clothes you wear and your overall appearance. [title] Keep your clothes neat, clean, and in good condition.']",C
